ActuatingFunction	deprecated	true
isValueOfProperty	type	ObjectProperty
hasProfile	type	ObjectProperty
Power	subClassOf	Property
GetMeterDataCommand	subClassOf	GetCommand
MultiLevelState	type	Class
EnergyEfficiency	label	EnergyEfficiency
StepDownCommand	deprecated	true
Lighting	label	Lighting
HVAC	subClassOf	Device
isPropertyOf	inverseOf	hasProperty
hasPropertyOfInterest	type	ObjectProperty
ToggleCommand	type	Class
hasResult	domain	ProcedureExecution
Actuation	label	Actuation
Entertainment	deprecated	true
Meter	subClassOf	Device
CloseState	type	Class
hasMandatoryCommand	domain	Function
isMeasurementOf	range	FeatureOfInterest
actsUpon	type	ObjectProperty
OpenCloseState	deprecated	true
NotifyCommand	subClassOf	Command
isPropertyOf	type	ObjectProperty
isUsedFor	deprecated	true
hasPrice	range	Price
hasStateOfInterest	range	StateOfInterest
hasResultTime	type	DatatypeProperty
preferredNamespaceUri	type	AnnotationProperty
madeBy	type	ObjectProperty
StartCommand	deprecated	true
SmokeSensor	type	Class
observes	label	observes
CloseState	deprecated	true
StartStopFunction	deprecated	true
Smoke	type	Class
measuresProperty	type	ObjectProperty
Entertainment	type	Task
produces	inverseOf	isProducedBy
LevelControlFunction	subClassOf	ActuatingFunction
OnOffState	type	Class
Cleaning	label	Cleaning
controlsProperty	deprecated	true
hasFunctionKind	domain	FunctionOfInterest
consumes	label	consumes
SetAbsoluteLevelCommand	type	Class
PauseCommand	type	Class
hasCommandOfInterest	type	ObjectProperty
hasResultTime	domain	ProcedureExecution
NotifyCommand	deprecated	true
produces	label	produces
hasProperty	inverseOf	isPropertyOf
hasOperation	inverseOf	isOperationOf
State	type	Class
whenState	range	State
hasFunction	range	Function
isCommandOfInterestOf	type	ObjectProperty
consumes	inverseOf	isConsumedBy
SwitchOnService	deprecated	true
OpenState	deprecated	true
isPropertyOfInterestOf	range	FeatureOfInterest
hasPropertyValue	type	ObjectProperty
Command	type	Class
relatesToProperty	range	Property
Washing	deprecated	true
Device	label	Device
Light	type	Class
relatesToProperty	inverseOf	relatesToMeasurement
OffState	deprecated	true
isProducedBy	inverseOf	produces
controls	subPropertyOf	actsUpon
Water	label	Water
hasProfile	range	Profile
Coal	subClassOf	Commodity
controls	inverseOf	isControlledBy
OffCommand	type	Class
historyNote	type	AnnotationProperty
isMeasuredByDevice	subPropertyOf	isObservedBy
Temperature	label	Temperature
hasStateKind	domain	StateOfInterest
isAbout	label	isAbout
isOperationOf	type	FunctionalProperty
hasMeterReadingType	domain	MeteringFunction
isControlledBy	type	ObjectProperty
profileHasPrice	domain	Profile
isAccomplishedBy	type	ObjectProperty
Pressure	type	Class
makesMeasurement	range	Measurement
CloseCommand	subClassOf	Command
isCommandOfInterestOf	range	FunctionOfInterest
hasFunctionOfInterest	inverseOf	isFunctionOfInterestOf
TemporalPosition	type	Class
hasSensingRange	domain	SensingFunction
hasThresholdMeasurement	range	Measurement
Electricity	subClassOf	Commodity
CloseState	subClassOf	OpenCloseState
NaturalResourceCommodity	subClassOf	Commodity
Light	label	Light
relatesToProperty	type	ObjectProperty
StartState	deprecated	true
Gas	label	Gas
whenState	type	ObjectProperty
StopCommand	subClassOf	Command
observes	subPropertyOf	actsUpon
isFunctionOfInterestOf	range	Device
EnergyCommodity	subClassOf	Commodity
LightSwitch	type	Class
whenPropertyValue	range	PropertyValue
TemperatureSensor	subClassOf	Sensor
Currency	subClassOf	UnitOfMeasure
Safety	deprecated	true
StartStopFunction	subClassOf	ActuatingFunction
isCommandOf	inverseOf	hasCommand
hasCommand	range	Command
hasFeatureKind	type	ObjectProperty
StopCommand	type	Class
isProfileOf	domain	Profile
isStateOfInterestOf	type	ObjectProperty
StopState	type	Class
Switch	type	Class
hasCommandOfInterest	range	CommandOfInterest
LightSwitch	deprecated	true
CloseCommand	deprecated	true
Water	deprecated	true
isObservedBy	inverseOf	observes
measuresProperty	range	Property
WellBeing	label	WellBeing
PowerUnit	type	Class
hasPropertyKind	type	ObjectProperty
hasCommandOfInterest	inverseOf	isCommandOfInterestOf
OpenState	subClassOf	OpenCloseState
